更新时间,#genre#
贵州卫视,http://60.2.190.206:4000/rtp/239.253.92.105:6055$组播源
贵州卫视,http://111.196.129.152:20000/rtp/239.3.1.149:8076$组播源
贵州卫视,http://114.243.110.0:4000/rtp/239.3.1.149:8076$组播源
海南卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227216/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
海南卫视,http://[2409:8087:1a0a:df::4035]:80/wh7f454c46tw2956885686_2095434499/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8$订阅源-IPv6
海南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8$订阅源-IPv6
海南卫视,http://60.2.190.206:4000/udp/239.253.93.155:6323$订阅源
海南卫视,http://111.196.129.152:20000/udp/239.3.1.45:8304$订阅源
海南卫视,http://123.122.162.7:19999/udp/239.3.1.45:8304$订阅源
海南卫视,http://123.113.187.204:8000/rtp/239.3.1.45:8304$组播源
河北卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226442/index.m3u8$订阅源-IPv6
河北卫视,http://[2409:8087:1a0a:df::4039]:80/wh7f454c46tw3680775025_-27616430/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8$订阅源-IPv6
河北卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226442/index.m3u8$订阅源-IPv6
河北卫视,http://60.2.190.206:4000/udp/239.253.92.154:6011$订阅源
河北卫视,http://111.196.129.152:20000/udp/239.3.1.148:8072$订阅源
河北卫视,http://183.66.15.146:60901/tsfile/live/0117_1.m3u8$订阅源
河北卫视,http://60.2.190.206:4000/rtp/239.253.92.154:6011$组播源
河北卫视,http://222.129.139.229:8888/rtp/239.3.1.148:8072$组播源
河北卫视,http://123.113.187.204:8000/rtp/239.3.1.148:8072$组播源
河南卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000027/index.m3u8?channel-id=newtv$订阅源-IPv6
河南卫视,http://[2409:8087:74f0:22::7]:6410/270000001128/9900000027/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000027$订阅源-IPv6
河南卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225611/2/index.m3u8$订阅源-IPv6
河南卫视,http://60.2.190.206:4000/udp/239.253.92.137:6144$订阅源
河南卫视,http://111.196.129.152:20000/udp/239.3.1.27:8128$订阅源
河南卫视,http://222.129.139.229:8888/udp/239.3.1.27:8128$订阅源
河南卫视,http://60.2.190.206:4000/rtp/239.253.92.137:6144$组播源
河南卫视,http://222.129.139.229:8888/rtp/239.3.1.27:8128$组播源
河南卫视,http://221.222.162.206:8888/rtp/239.3.1.27:8128$组播源
吉林卫视,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/wh7f454c46tw844466330_-452871666/ott.mobaibox.com/PLTV/3/224/3221228130/index.m3u8?icpid=3&RTS=1674380959&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3$订阅源-IPv6
吉林卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225851/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
吉林卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225680/2/index.m3u8$订阅源-IPv6
吉林卫视,http://60.2.190.206:4000/udp/239.253.92.202:6147$订阅源
吉林卫视,http://111.196.129.152:20000/udp/239.3.1.240:8172$订阅源
吉林卫视,http://222.129.139.229:8888/udp/239.3.1.240:8172$订阅源
吉林卫视,http://123.113.187.204:8000/rtp/239.3.1.240:8172$组播源
吉林卫视,http://221.222.162.206:8888/rtp/239.3.1.240:8172$组播源
江苏卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000524/index.m3u8$订阅源-IPv6
江苏卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8$订阅源-IPv6
江苏卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226310/index.m3u8$订阅源-IPv6
江苏卫视,http://223.105.252.8/PLTV/3/224/3221228306/index.m3u8$订阅源
江苏卫视,http://223.105.252.8/PLTV/4/224/3221228099/index.m3u8$订阅源
江苏卫视,http://60.2.190.206:4000/udp/239.253.92.88:8018$订阅源
江苏卫视,http://60.2.190.206:4000/rtp/239.253.92.88:8018$组播源
江苏卫视,http://221.222.162.206:8888/rtp/239.3.1.135:8028$组播源
江苏卫视,http://114.243.110.0:4000/rtp/239.3.1.135:8028$组播源
江西卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8$订阅源-IPv6
江西卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265032/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265032&livemode=1&stbId=3$订阅源-IPv6
江西卫视,http://[2409:8087:1a01:df::4027]:80/TVOD/88888888/224/3221225935/main.m3u8$订阅源-IPv6
江西卫视,http://60.2.190.206:4000/udp/239.253.92.19:6145$订阅源
江西卫视,http://111.196.129.152:20000/udp/239.3.1.123:8164$订阅源
江西卫视,http://222.129.139.229:8888/udp/239.3.1.123:8164$订阅源
江西卫视,http://60.2.190.206:4000/rtp/239.253.92.19:6145$组播源
江西卫视,http://123.113.187.204:8000/rtp/239.3.1.123:8164$组播源
辽宁卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000526/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000557$订阅源-IPv6
辽宁卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000011671/1.m3u8?channel-id=bestzb&Contentid=5000000004000011671&livemode=1&stbId=3$订阅源-IPv6
辽宁卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000001000001945/index.m3u8?channel-id=bestzb&Contentid=1000000001000001945&livemode=1&stbId=3$订阅源-IPv6
辽宁卫视,http://36.35.172.10:9901/tsfile/live/1026_1.m3u8$订阅源
辽宁卫视,http://60.2.190.206:4000/udp/239.253.92.115:6056$订阅源
辽宁卫视,http://111.196.129.152:20000/udp/239.3.1.210:8056$订阅源
辽宁卫视,http://123.113.187.204:8000/rtp/239.3.1.210:8056$组播源
辽宁卫视,http://114.243.110.0:4000/rtp/239.3.1.210:8056$组播源
内蒙古卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225846/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
内蒙古卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225846/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
内蒙古卫视,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002237/index.m3u8$订阅源-IPv6
内蒙古卫视,http://111.196.129.152:20000/udp/239.3.1.43:8176$订阅源
内蒙古卫视,http://183.66.15.146:60901/tsfile/live/0109_1.m3u8$订阅源
内蒙古卫视,http://222.129.139.229:8888/udp/239.3.1.43:8176$订阅源
内蒙古卫视,http://222.129.139.229:8888/rtp/239.3.1.43:8176$组播源
宁夏卫视,http://[2409:8087:74d9:21::4]:80/270000001128/index.m3u8?cmcc_cid=9900000047$订阅源-IPv6
宁夏卫视,http://[2409:8087:1a0a:df::4039]:80/wh7f454c46tw2322589885_-1778336447/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8?icpid=88888888&RTS=1713969151&from=4&hms_devid=1212&online=1713969151&vqe=3$订阅源-IPv6
宁夏卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000047$订阅源-IPv6
宁夏卫视,http://111.196.129.152:20000/udp/239.3.1.46:8124$订阅源
宁夏卫视,http://183.66.15.146:60901/tsfile/live/0112_1.m3u8$订阅源
宁夏卫视,http://222.129.139.229:8888/udp/239.3.1.46:8124$订阅源
青海卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225841/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
青海卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226545/index.m3u8$订阅源-IPv6
青海卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000320/index.m3u8?$订阅源-IPv6
青海卫视,http://111.196.129.152:20000/udp/239.3.1.44:8184$订阅源
青海卫视,http://222.129.139.229:8888/udp/239.3.1.44:8184$订阅源
青海卫视,http://114.252.239.133:9876/udp/239.3.1.44:8184$订阅源
青海卫视,http://221.222.162.206:8888/rtp/239.3.1.44:8184$组播源
山东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8$订阅源-IPv6
山东卫视,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010066/$订阅源-IPv6
山东卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226162/index.m3u8$订阅源-IPv6
山东卫视,http://223.105.252.8/PLTV/4/224/3221228124/index.m3u8$订阅源
山东卫视,http://223.105.252.8/PLTV/4/224/3221227448/index.m3u8$订阅源
山东卫视,http://60.2.190.206:4000/udp/239.253.92.207:8109$订阅源
山东卫视,http://60.2.190.206:4000/rtp/239.253.92.207:8109$组播源
山东卫视,http://111.196.129.152:20000/rtp/239.3.1.209:8052$组播源
山东卫视,http://222.129.139.229:8888/rtp/239.3.1.209:8052$组播源
山西卫视,http://[2409:8087:1a0a:df::404a]:80/wh7f454c46tw3153079634_-190330708/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8?icpid=88888888&RTS=1713969982&from=4&hms_devid=1212&online=1713969982&vqe=3$订阅源-IPv6
山西卫视,http://[2409:8087:74d9:21::4]:80/270000001128/index.m3u8?cmcc_cid=9900000053$订阅源-IPv6
山西卫视,http://[2409:8087:74d9:21::9]:80/270000001128/9900000053/index.m3u8$订阅源-IPv6
山西卫视,http://111.196.129.152:20000/udp/239.3.1.42:8172$订阅源
山西卫视,http://222.129.139.229:8888/udp/239.3.1.42:8172$订阅源
山西卫视,http://114.252.239.133:9876/udp/239.3.1.42:8172$订阅源
陕西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000006000040017/1.m3u8$订阅源-IPv6
陕西卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6
陕西卫视,http://[2409:8087:1a0a:df::404a]:80/wh7f454c46tw3334119019_-848365723/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8?icpid=88888888&RTS=1713970163&from=4&hms_devid=1212&online=1713970163&vqe=3$订阅源-IPv6
陕西卫视,http://111.196.129.152:20000/udp/239.3.1.41:8140$订阅源
陕西卫视,http://36.35.111.195:9901/tsfile/live/1044_1.m3u8$订阅源
陕西卫视,http://222.129.139.229:8888/udp/239.3.1.41:8140$订阅源
四川卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000006119/1.m3u8$订阅源-IPv6
四川卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001130/index.m3u8$订阅源-IPv6
四川卫视,http://[2409:8087:2001:20:2800:0:df6e:eb09]/ott.mobaibox.com/PLTV/3/224/3221227556/index.m3u8$订阅源-IPv6
四川卫视,http://223.105.252.8/PLTV/4/224/3221228171/index.m3u8$订阅源
四川卫视,http://60.2.190.206:4000/udp/239.253.92.16:6043$订阅源
四川卫视,http://111.196.129.152:20000/udp/239.3.1.29:8288$订阅源
四川卫视,http://123.113.187.204:8000/rtp/239.3.1.29:8288$组播源
四川卫视,http://221.222.162.206:8888/rtp/239.3.1.29:8288$组播源
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8$订阅源-IPv6
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$订阅源-IPv6
深圳卫视,http://[2409:8087:1a0a:df::4013]:80/wh7f454c46tw2667830568_725069943/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8?icpid=88888888&RTS=1713969496&from=4&hms_devid=773&online=1713969496&vqe=3$订阅源-IPv6
深圳卫视,http://223.105.252.8/PLTV/4/224/3221228236/index.m3u8$订阅源
深圳卫视,http://36.35.172.10:9901/tsfile/live/1032_1.m3u8$订阅源
深圳卫视,http://60.2.190.206:4000/udp/239.253.92.86:8017$订阅源
深圳卫视,http://60.2.190.206:4000/rtp/239.253.92.86:8017$组播源
深圳卫视,http://222.129.139.229:8888/rtp/239.3.1.134:8020$组播源
三沙卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001185/index.m3u8$订阅源-IPv6
三沙卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000117/1.m3u8$订阅源-IPv6
三沙卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?IAS$订阅源-IPv6
三沙卫视,http://111.196.129.152:20000/udp/239.3.1.155:4120$订阅源
三沙卫视,http://222.129.139.229:8888/udp/239.3.1.155:4120$订阅源
三沙卫视,http://114.252.239.133:9876/udp/239.3.1.155:4120$订阅源
三沙卫视,http://222.129.139.229:8888/rtp/239.3.1.155:4120$组播源
三沙卫视,http://123.113.187.204:8000/rtp/239.3.1.155:4120$组播源
三沙卫视,http://221.222.162.206:8888/rtp/239.3.1.155:4120$组播源
天津卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000530/index.m3u8$订阅源-IPv6
天津卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000000831/1.m3u8$订阅源-IPv6
天津卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8?$订阅源-IPv6
天津卫视,http://223.105.252.8/PLTV/4/224/3221228239/index.m3u8$订阅源
天津卫视,http://60.2.190.206:4000/udp/239.253.92.91:8021$订阅源
天津卫视,http://111.196.129.152:20000/udp/239.3.1.141:1234$订阅源
天津卫视,http://123.113.187.204:8000/rtp/239.3.1.141:1234$组播源
天津卫视,http://111.196.191.248:5555/rtp/239.3.1.141:1234$组播源
天津卫视,http://114.243.110.0:4000/rtp/239.3.1.141:1234$组播源
西藏卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6
西藏卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227217/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
西藏卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6
西藏卫视,http://111.196.129.152:20000/udp/239.3.1.47:8164$订阅源
西藏卫视,http://183.66.15.146:60901/tsfile/live/0111_1.m3u8$订阅源
西藏卫视,http://222.129.139.229:8888/udp/239.3.1.47:8164$订阅源
新疆卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225635/2.m3u8$订阅源-IPv6
新疆卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000045/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000016$订阅源-IPv6
新疆卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6
云南卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225853/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
云南卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031120/1.m3u8?channel-id=bestzb&Contentid=5000000011000031120&livemode=1&stbId=3$订阅源-IPv6
云南卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000002000024694/index.m3u8?channel-id=bestzb&Contentid=1000000002000024694&livemode=1&stbId=3$订阅源-IPv6
云南卫视,http://36.35.172.10:9901/tsfile/live/1035_1.m3u8$订阅源
云南卫视,http://111.196.129.152:20000/udp/239.3.1.26:8108$订阅源
云南卫视,http://123.122.162.7:19999/udp/239.3.1.26:8108$订阅源
云南卫视,http://114.243.110.0:4000/rtp/239.3.1.26:8108$组播源

☘️广东频道,#genre#
广东珠江,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000003000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000033&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$订阅源-IPv6
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/index.m3u8$订阅源-IPv6
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8$订阅源-IPv6
广东珠江,http://120.238.94.10:9901/tsfile/live/1009_1.m3u8$订阅源
广东珠江,http://119.32.12.32:2901/udp/224.1.100.23:11111$订阅源
广东体育,http://120.238.94.10:9901/tsfile/live/1012_1.m3u8$订阅源
广东体育,http://163.177.122.63:9901/tsfile/live/1011_1.m3u8$订阅源
广东体育,http://171.110.42.239:8181/tsfile/live/1026_1.m3u8$订阅源
广东新闻,http://120.238.94.10:9901/tsfile/live/1010_1.m3u8$订阅源
广东卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226180/index.m3u8$订阅源-IPv6
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010221/1.m3u8$订阅源-IPv6
广东卫视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001032/index.m3u8?$订阅源-IPv6
广东卫视,http://223.105.252.8/PLTV/4/224/3221227445/index.m3u8$订阅源
广东卫视,http://60.2.190.206:4000/udp/239.253.92.206:8108$订阅源
广东卫视,http://111.196.129.152:20000/udp/239.3.1.142:8048$订阅源
广东卫视,http://114.243.110.0:4000/rtp/239.3.1.142:8048$组播源
广东民生,http://171.110.42.2:8181/tsfile/live/1020_1.m3u8$订阅源
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/index.m3u8$订阅源-IPv6
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/1.m3u8$订阅源-IPv6
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010108/1.m3u8$订阅源-IPv6
大湾区卫视,http://114.105.187.147:9901/tsfile/live/1011_1.m3u8$订阅源
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8$订阅源
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=6d9c0311929fc12857f6b810fab0188b&txTime=1913a3ed516$订阅源
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=9e5008d4b91944fa76a957a93ae54870&txTime=1903e5f1cfd$订阅源
广州影视,http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8$订阅源
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=ec79a0d817981989c161f548c48c2954&txTime=1903e79e680$订阅源
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=2b09d952702fe2c67ddad695faa4c27c&txTime=191b5db5ed0$订阅源
广州竞赛,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8$订阅源
广州竞赛,http://14.19.168.64:4022/udp/239.253.43.75:5146$订阅源
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca$订阅源
江门综合,http://14.19.168.64:4022/udp/239.77.0.201:5146$订阅源
佛山综合,http://14.19.168.64:4022/udp/239.253.43.57:5146$订阅源
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8$订阅源-IPv6
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$订阅源-IPv6
深圳卫视,http://[2409:8087:1a0a:df::4013]:80/wh7f454c46tw2667830568_725069943/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8?icpid=88888888&RTS=1713969496&from=4&hms_devid=773&online=1713969496&vqe=3$订阅源-IPv6
深圳卫视,http://223.105.252.8/PLTV/4/224/3221228236/index.m3u8$订阅源
深圳卫视,http://36.35.172.10:9901/tsfile/live/1032_1.m3u8$订阅源
深圳卫视,http://60.2.190.206:4000/udp/239.253.92.86:8017$订阅源
深圳卫视,http://60.2.190.206:4000/rtp/239.253.92.86:8017$组播源
深圳卫视,http://222.129.139.229:8888/rtp/239.3.1.134:8020$组播源
汕头综合,http://14.19.168.64:4022/udp/239.77.1.130:5146$订阅源
汕头经济,http://14.19.168.64:4022/udp/239.77.1.131:5146$订阅源
汕头文旅,http://14.19.168.64:4022/udp/239.77.1.132:5146$订阅源
茂名综合,http://14.19.168.64:4022/udp/239.77.0.206:5146$订阅源
茂名公共,http://14.19.168.64:4022/udp/239.77.0.207:5146$订阅源

☘️浙江频道,#genre#
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8$订阅源
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8$订阅源
浙江钱江台,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江台,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江台,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8$订阅源
浙江生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
浙江生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?$订阅源
浙江生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8$订阅源
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8$订阅源
浙江教育,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?$订阅源
浙江教育,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8$订阅源
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8$订阅源
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?$订阅源
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8$订阅源
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel07/720p.m3u8$订阅源
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$订阅源
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/720p.m3u8$订阅源
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$订阅源
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?$订阅源
浙江少儿,https://ct-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$订阅源
杭州综合,http://www.jeremyoto.com:82/rtp/233.50.201.173:5140$组播源
杭州综合,http://www.flyskyman.cn:4022/rtp/233.50.201.173:5140$组播源
杭州明珠,http://www.jeremyoto.com:82/rtp/233.50.201.174:5140$组播源
杭州明珠,http://www.flyskyman.cn:4022/rtp/233.50.201.174:5140$组播源
杭州生活,http://www.jeremyoto.com:82/rtp/233.50.201.175:5140$组播源
杭州生活,http://www.flyskyman.cn:4022/rtp/233.50.201.175:5140$组播源
杭州影视,http://www.jeremyoto.com:82/rtp/233.50.201.176:5140$组播源
杭州影视,http://www.flyskyman.cn:4022/rtp/233.50.201.176:5140$组播源
杭州青少,http://www.jeremyoto.com:82/rtp/233.50.201.177:5140$组播源
杭州青少,http://www.flyskyman.cn:4022/rtp/233.50.201.177:5140$组播源
杭州导视,http://www.jeremyoto.com:82/rtp/233.50.201.182:5140$组播源
杭州导视,http://www.flyskyman.cn:4022/rtp/233.50.201.182:5140$组播源
宁波TV1,http://www.jeremyoto.com:82/rtp/233.50.201.168:5140$组播源
宁波TV1,http://www.flyskyman.cn:4022/rtp/233.50.201.168:5140$组播源
宁波TV2,http://www.jeremyoto.com:82/rtp/233.50.201.178:5140$组播源
宁波TV2,http://www.flyskyman.cn:4022/rtp/233.50.201.178:5140$组播源
宁波TV3,http://www.jeremyoto.com:82/rtp/233.50.201.179:5140$组播源
宁波TV3,http://www.flyskyman.cn:4022/rtp/233.50.201.179:5140$组播源
宁波TV4,http://www.jeremyoto.com:82/rtp/233.50.201.180:5140$组播源
宁波TV4,http://www.flyskyman.cn:4022/rtp/233.50.201.180:5140$组播源
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8$订阅源
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8$订阅源
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8$订阅源
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8$订阅源
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?$订阅源
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/720p.m3u8$订阅源
浙江经视,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
浙江经视,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8$订阅源
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?$订阅源
浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8$订阅源
浙江数码时代,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8$订阅源
浙江教科影院,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8$订阅源
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8$订阅源
浙江教科影视,http://ali-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8$订阅源
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$订阅源
浙江公共新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$订阅源
浙江休闲台,http://ali-m-l.cztv.com/channels/lantian/channel006/720p.m3u8$订阅源
浙江青田,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8$订阅源
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8$订阅源
